"function","source_id","name","url","source_kind","status","pii_risk","public_api_signal","interoperability_candidate","recommended_join_key","public_note"
"refugios","reportevenezuela-com","Reporte Venezuela","https://reportevenezuela.com","hackathon_sheet","unknown","medium","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"salud","reportevenezuela-com","Reporte Venezuela","https://reportevenezuela.com","hackathon_sheet","unknown","medium","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"danos","reportevenezuela-com","Reporte Venezuela","https://reportevenezuela.com","hackathon_sheet","unknown","medium","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"danos","riave-deploy-vercel-app","RIAVE (NUEVO)","https://riave-deploy.vercel.app","hackathon_sheet","unknown","medium","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"voluntarios","sismoayudave-com","SismoAyuda VE (NUEVO)","https://sismoayudave.com","hackathon_sheet","unknown","medium","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"danos","sismoayudave-com","SismoAyuda VE (NUEVO)","https://sismoayudave.com","hackathon_sheet","unknown","medium","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"entregas_logistica","sismoayudave-com","SismoAyuda VE (NUEVO)","https://sismoayudave.com","hackathon_sheet","unknown","medium","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"danos","sismovenezuela-org","Sismo Venezuela","https://sismovenezuela.org","hackathon_sheet","unknown","medium","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"datos_api","sismovenezuela-org","Sismo Venezuela","https://sismovenezuela.org","hackathon_sheet","unknown","medium","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"refugios","sos-yummyrides-com","💻 Tech / Dev Yummy SOS https://sos.yummyrides.com Reporte de daños estructurales con foto y GPS. Yummy moviliza repartidores para llevar agua, alimentos y medicamentos sin costo a refugios. ✅ Activa ES Yummy","https://sos.yummyrides.com","attachment_catalog","tech_dev_yummy_sos_https_sos_yummyrides_com_reporte_de_danos_estructurales_con_foto_y_gps_yummy_moviliza_repartidores_para_llevar_agua_alimentos_y_medicamentos_sin_costo_a_refugios_activa_es_yummy","medium","False","no","topic + geography + time","Requiere validacion antes de integracion."
"salud","sos-yummyrides-com","💻 Tech / Dev Yummy SOS https://sos.yummyrides.com Reporte de daños estructurales con foto y GPS. Yummy moviliza repartidores para llevar agua, alimentos y medicamentos sin costo a refugios. ✅ Activa ES Yummy","https://sos.yummyrides.com","attachment_catalog","tech_dev_yummy_sos_https_sos_yummyrides_com_reporte_de_danos_estructurales_con_foto_y_gps_yummy_moviliza_repartidores_para_llevar_agua_alimentos_y_medicamentos_sin_costo_a_refugios_activa_es_yummy","medium","False","no","topic + geography + time","Requiere validacion antes de integracion."
"danos","sos-yummyrides-com","💻 Tech / Dev Yummy SOS https://sos.yummyrides.com Reporte de daños estructurales con foto y GPS. Yummy moviliza repartidores para llevar agua, alimentos y medicamentos sin costo a refugios. ✅ Activa ES Yummy","https://sos.yummyrides.com","attachment_catalog","tech_dev_yummy_sos_https_sos_yummyrides_com_reporte_de_danos_estructurales_con_foto_y_gps_yummy_moviliza_repartidores_para_llevar_agua_alimentos_y_medicamentos_sin_costo_a_refugios_activa_es_yummy","medium","False","no","topic + geography + time","Requiere validacion antes de integracion."
"danos","sosvenezuela-net","SOS Venezuela (net) (NUEVO)","https://sosvenezuela.net","hackathon_sheet","unknown","medium","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"danos","terremotoenvenezuela-com","Terremoto en Venezuela (NUEVO)","https://terremotoenvenezuela.com","hackathon_sheet","unknown","medium","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"danos","terremotovenezuela-app","Terremoto Venezuela (app)","https://terremotovenezuela.app","hackathon_sheet","unknown","medium","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"datos_api","terremotovenezuela-app","Terremoto Venezuela (app)","https://terremotovenezuela.app","hackathon_sheet","unknown","medium","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"danos","tilinapp-com","Tilin App (NUEVO)","https://tilinapp.com","hackathon_sheet","unknown","medium","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"donaciones","unicef-es-emergencia-terremoto-venezuela","💰 Donación UNICEF Emergencia Venezuela https://www.unicef.es/emergencia-terremoto-venezuela Fondos para protección infantil, refugio, alimentos e insumos. 3,9M niños en zonas afectadas. ❌ Caída ES/EN UNICEF","https://www.unicef.es/emergencia-terremoto-venezuela","attachment_catalog","down","medium","False","no","topic + geography + time","Requiere validacion antes de integracion."
"necesidades","unicef-es-emergencia-terremoto-venezuela","💰 Donación UNICEF Emergencia Venezuela https://www.unicef.es/emergencia-terremoto-venezuela Fondos para protección infantil, refugio, alimentos e insumos. 3,9M niños en zonas afectadas. ❌ Caída ES/EN UNICEF","https://www.unicef.es/emergencia-terremoto-venezuela","attachment_catalog","down","medium","False","no","topic + geography + time","Requiere validacion antes de integracion."
"refugios","unicef-es-emergencia-terremoto-venezuela","💰 Donación UNICEF Emergencia Venezuela https://www.unicef.es/emergencia-terremoto-venezuela Fondos para protección infantil, refugio, alimentos e insumos. 3,9M niños en zonas afectadas. ❌ Caída ES/EN UNICEF","https://www.unicef.es/emergencia-terremoto-venezuela","attachment_catalog","down","medium","False","no","topic + geography + time","Requiere validacion antes de integracion."
"salud","unicef-es-emergencia-terremoto-venezuela","💰 Donación UNICEF Emergencia Venezuela https://www.unicef.es/emergencia-terremoto-venezuela Fondos para protección infantil, refugio, alimentos e insumos. 3,9M niños en zonas afectadas. ❌ Caída ES/EN UNICEF","https://www.unicef.es/emergencia-terremoto-venezuela","attachment_catalog","down","medium","False","no","topic + geography + time","Requiere validacion antes de integracion."
"danos","unicef-es-emergencia-terremoto-venezuela","💰 Donación UNICEF Emergencia Venezuela https://www.unicef.es/emergencia-terremoto-venezuela Fondos para protección infantil, refugio, alimentos e insumos. 3,9M niños en zonas afectadas. ❌ Caída ES/EN UNICEF","https://www.unicef.es/emergencia-terremoto-venezuela","attachment_catalog","down","medium","False","no","topic + geography + time","Requiere validacion antes de integracion."
"entregas_logistica","unicef-es-emergencia-terremoto-venezuela","💰 Donación UNICEF Emergencia Venezuela https://www.unicef.es/emergencia-terremoto-venezuela Fondos para protección infantil, refugio, alimentos e insumos. 3,9M niños en zonas afectadas. ❌ Caída ES/EN UNICEF","https://www.unicef.es/emergencia-terremoto-venezuela","attachment_catalog","down","medium","False","no","topic + geography + time","Requiere validacion antes de integracion."
"danos","unidosvenezuela-vercel-app","Unidos Venezuela (NUEVO)","https://unidosvenezuela.vercel.app","hackathon_sheet","unknown","medium","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"acopio","www-terremotovenezuela-com-www-terremotovenezuela-com","📋 Edificios TerremotoVenezuela.com www.terremotovenezuela.com Heatmap en tiempo real. Agrega reportes de YouTube, X/Twitter e Instagram cada 10 min. Centros de acopio verificados. Directorio 30+ hospitales. Licencia MIT. ✅ Activa ES/EN","www.terremotovenezuela.com","attachment_catalog","edificios_terremotovenezuela_com_www_terremotovenezuela_com_heatmap_en_tiempo_real_agrega_reportes_de_youtube_x_twitter_e_instagram_cada_10_min_centros_de_acopio_verificados_directorio_30_hospitales_licencia_mit_activa_es_en","medium","False","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"refugios","www-terremotovenezuela-com-www-terremotovenezuela-com","📋 Edificios TerremotoVenezuela.com www.terremotovenezuela.com Heatmap en tiempo real. Agrega reportes de YouTube, X/Twitter e Instagram cada 10 min. Centros de acopio verificados. Directorio 30+ hospitales. Licencia MIT. ✅ Activa ES/EN","www.terremotovenezuela.com","attachment_catalog","edificios_terremotovenezuela_com_www_terremotovenezuela_com_heatmap_en_tiempo_real_agrega_reportes_de_youtube_x_twitter_e_instagram_cada_10_min_centros_de_acopio_verificados_directorio_30_hospitales_licencia_mit_activa_es_en","medium","False","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"salud","www-terremotovenezuela-com-www-terremotovenezuela-com","📋 Edificios TerremotoVenezuela.com www.terremotovenezuela.com Heatmap en tiempo real. Agrega reportes de YouTube, X/Twitter e Instagram cada 10 min. Centros de acopio verificados. Directorio 30+ hospitales. Licencia MIT. ✅ Activa ES/EN","www.terremotovenezuela.com","attachment_catalog","edificios_terremotovenezuela_com_www_terremotovenezuela_com_heatmap_en_tiempo_real_agrega_reportes_de_youtube_x_twitter_e_instagram_cada_10_min_centros_de_acopio_verificados_directorio_30_hospitales_licencia_mit_activa_es_en","medium","False","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"danos","www-terremotovenezuela-com-www-terremotovenezuela-com","📋 Edificios TerremotoVenezuela.com www.terremotovenezuela.com Heatmap en tiempo real. Agrega reportes de YouTube, X/Twitter e Instagram cada 10 min. Centros de acopio verificados. Directorio 30+ hospitales. Licencia MIT. ✅ Activa ES/EN","www.terremotovenezuela.com","attachment_catalog","edificios_terremotovenezuela_com_www_terremotovenezuela_com_heatmap_en_tiempo_real_agrega_reportes_de_youtube_x_twitter_e_instagram_cada_10_min_centros_de_acopio_verificados_directorio_30_hospitales_licencia_mit_activa_es_en","medium","False","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"informacion_verificada","www-terremotovenezuela-com-www-terremotovenezuela-com","📋 Edificios TerremotoVenezuela.com www.terremotovenezuela.com Heatmap en tiempo real. Agrega reportes de YouTube, X/Twitter e Instagram cada 10 min. Centros de acopio verificados. Directorio 30+ hospitales. Licencia MIT. ✅ Activa ES/EN","www.terremotovenezuela.com","attachment_catalog","edificios_terremotovenezuela_com_www_terremotovenezuela_com_heatmap_en_tiempo_real_agrega_reportes_de_youtube_x_twitter_e_instagram_cada_10_min_centros_de_acopio_verificados_directorio_30_hospitales_licencia_mit_activa_es_en","medium","False","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"entregas_logistica","www-terremotovenezuela-com-www-terremotovenezuela-com","📋 Edificios TerremotoVenezuela.com www.terremotovenezuela.com Heatmap en tiempo real. Agrega reportes de YouTube, X/Twitter e Instagram cada 10 min. Centros de acopio verificados. Directorio 30+ hospitales. Licencia MIT. ✅ Activa ES/EN","www.terremotovenezuela.com","attachment_catalog","edificios_terremotovenezuela_com_www_terremotovenezuela_com_heatmap_en_tiempo_real_agrega_reportes_de_youtube_x_twitter_e_instagram_cada_10_min_centros_de_acopio_verificados_directorio_30_hospitales_licencia_mit_activa_es_en","medium","False","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"datos_api","www-terremotovenezuela-com-www-terremotovenezuela-com","📋 Edificios TerremotoVenezuela.com www.terremotovenezuela.com Heatmap en tiempo real. Agrega reportes de YouTube, X/Twitter e Instagram cada 10 min. Centros de acopio verificados. Directorio 30+ hospitales. Licencia MIT. ✅ Activa ES/EN","www.terremotovenezuela.com","attachment_catalog","edificios_terremotovenezuela_com_www_terremotovenezuela_com_heatmap_en_tiempo_real_agrega_reportes_de_youtube_x_twitter_e_instagram_cada_10_min_centros_de_acopio_verificados_directorio_30_hospitales_licencia_mit_activa_es_en","medium","False","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
"acopio","acopiove-org","Acopio VE","https://acopiove.org","hackathon_sheet","unknown","low","True","yes","topic + geography + time","Candidata a validacion/conexion por funcion, geografia y tiempo."
